"userid","artistid","weight","tagid"
649,1905,121,NULL
817,1905,256,NULL
904,1905,41,72
920,1905,148,NULL
958,1905,48,NULL
1353,1905,1117,NULL
1380,1905,222,78
1380,1905,222,79
1380,1905,222,177
1380,1905,222,184
1380,1905,222,1358
1380,1905,222,216
1380,1905,222,210
1380,1905,222,72
1380,1905,222,73
1414,1905,272,NULL
1613,1905,2147,NULL
1620,1905,269,NULL
1670,1905,105,NULL
1703,1905,247,NULL
1771,1905,144,NULL
1783,1905,175,NULL
2022,1905,147,NULL
2042,1905,452,NULL
110,1906,796,NULL
312,1906,815,541
312,1906,815,140
1445,1906,1878,234
1445,1906,1878,140
1445,1906,1878,164
1445,1906,1878,662
1445,1906,1878,996
1445,1906,1878,9192
1625,1907,6,213
1625,1907,6,23
1625,1907,6,14
1625,1907,6,191
1625,1907,6,1492
1625,1907,6,13
1625,1907,6,825
1625,1907,6,1081
895,1908,233,NULL
1028,1908,443,NULL
1401,1908,197,NULL
1680,1908,250,NULL
725,1909,121,5082
76,1910,1093,NULL
101,1910,1298,141
101,1910,1298,73
101,1910,1298,1219
101,1910,1298,541
101,1910,1298,139
274,1910,462,1219
844,1910,1985,NULL
882,1910,270,NULL
1028,1910,69,NULL
1161,1910,798,7554
1519,1910,91,NULL
1730,1910,1396,NULL
1930,1910,779,NULL
1984,1910,600,139
1999,1910,930,NULL
1934,1912,39,140
1934,1912,39,352
1934,1912,39,4679
1934,1912,39,159
259,1913,121,NULL
337,1913,75,NULL
371,1913,131,NULL
376,1913,2536,NULL
519,1913,487,NULL
520,1913,1587,NULL
826,1913,25,NULL
865,1913,52,NULL
932,1913,1023,NULL
1041,1913,140,NULL
118,1914,915,NULL
154,1914,19,NULL
202,1914,154,NULL
316,1914,378,NULL
321,1914,61,NULL
496,1914,328,190
520,1914,398,NULL
557,1914,263,179
557,1914,263,190
557,1914,263,79
557,1914,263,7
865,1914,71,NULL
908,1914,56,NULL
909,1914,61,NULL
914,1914,1134,NULL
1078,1914,63,NULL
1149,1914,12,NULL
1158,1914,265,NULL
1259,1914,420,8160
1259,1914,420,8161
1380,1914,358,13
1380,1914,358,108
1380,1914,358,190
1380,1914,358,179
1775,1914,55,NULL
1825,1914,117,NULL
2055,1914,373,1097
2066,1914,267,NULL
76,1915,782,NULL
1161,1915,660,7572
1161,1915,660,141
154,1917,15,NULL
321,1917,30,NULL
1604,1917,237,NULL
110,1918,753,NULL
227,1918,504,164
227,1918,504,2225
227,1918,504,2221
227,1918,504,2220
227,1918,504,996
227,1918,504,39
227,1918,504,140
227,1918,504,145
227,1918,504,642
227,1918,504,206
227,1918,504,234
227,1918,504,238
227,1918,504,306
227,1918,504,508
274,1918,104,NULL
312,1918,478,NULL
621,1918,1420,NULL
659,1918,712,NULL
674,1918,402,NULL
726,1918,1,NULL
998,1918,141,NULL
1034,1918,174,NULL
76,1919,1842,NULL
807,1919,957,130
807,1919,957,541
807,1919,957,139
1082,1919,523,512
1082,1919,523,130
1082,1919,523,139
1082,1919,523,140
1082,1919,523,354
1082,1919,523,824
1082,1919,523,7089
1082,1919,523,7090
1082,1919,523,7092
1730,1919,591,1219
1730,1919,591,130
1730,1919,591,139
1730,1919,591,140
1730,1919,591,541
1902,1919,715,NULL
1984,1919,1266,139
1147,1920,116,NULL
698,1921,1003,3061
698,1921,1003,4516
698,1921,1003,4946
1464,1921,584,NULL
1082,1922,510,2349
1082,1922,510,134
1082,1922,510,140
1082,1922,510,296
1082,1922,510,526
1082,1922,510,1426
1083,1922,589,NULL
1092,1922,1068,130
1092,1922,1068,7134
1092,1922,1068,541
1092,1922,1068,134
1092,1922,1068,140
1902,1922,482,NULL
1934,1922,81,140
1934,1922,81,1237
1934,1922,81,24
1934,1922,81,541
1934,1922,81,1316
76,1923,980,NULL
726,1923,4,NULL
1519,1923,376,139
1930,1923,1392,NULL
1984,1923,2730,NULL
118,1925,257,NULL
127,1927,1718,1443
1259,1927,653,8161
1259,1927,653,8160
1984,1927,642,NULL
101,1929,94,541
101,1929,94,139
659,1929,521,NULL
785,1929,45,NULL
849,1929,205,NULL
1082,1929,511,139
1112,1929,225,NULL
1485,1929,498,73
1485,1929,498,541
1737,1929,247,NULL
1974,1929,311,NULL
2057,1929,677,NULL
274,1930,210,NULL
1152,1930,258,NULL
202,1931,258,NULL
372,1931,157,1
372,1931,157,7
1158,1931,212,NULL
1775,1931,53,NULL
882,1932,363,NULL
104,1933,7127,73
104,1933,7127,541
104,1933,7127,141
104,1933,7127,139
1161,1933,638,7560
1984,1933,9942,NULL
68,1934,233,NULL
120,1934,23,NULL
137,1934,451,NULL
145,1934,1025,NULL
149,1934,201,130
149,1934,201,185
149,1934,201,625
149,1934,201,195
149,1934,201,81
149,1934,201,134
171,1934,124,134
171,1934,124,130
171,1934,124,81
171,1934,124,195
171,1934,124,625
184,1934,104,NULL
230,1934,417,NULL
233,1934,181,NULL
236,1934,467,526
236,1934,467,130
236,1934,467,13
236,1934,467,213
236,1934,467,234
236,1934,467,839
236,1934,467,625
236,1934,467,557
236,1934,467,508
244,1934,228,NULL
260,1934,87,NULL
267,1934,351,NULL
280,1934,429,2513
298,1934,583,NULL
301,1934,232,NULL
302,1934,201,NULL
305,1934,357,NULL
327,1934,308,NULL
329,1934,1352,NULL
335,1934,3249,NULL
339,1934,538,NULL
375,1934,259,NULL
390,1934,1195,NULL
392,1934,77,195
392,1934,77,3210
392,1934,77,364
392,1934,77,296
392,1934,77,285
392,1934,77,134
392,1934,77,130
392,1934,77,81
475,1934,128,NULL
477,1934,219,NULL
497,1934,50,NULL
502,1934,564,NULL
527,1934,580,NULL
531,1934,236,NULL
536,1934,194,NULL
538,1934,184,NULL
562,1934,338,NULL
572,1934,227,NULL
578,1934,191,NULL
612,1934,259,NULL
634,1934,131,NULL
641,1934,1498,NULL
670,1934,511,195
670,1934,511,81
670,1934,511,134
674,1934,3109,NULL
675,1934,758,NULL
688,1934,190,NULL
742,1934,275,NULL
756,1934,28,NULL
904,1934,83,625
905,1934,110,NULL
910,1934,1141,NULL
930,1934,1137,NULL
940,1934,259,NULL
987,1934,1508,NULL
1001,1934,972,NULL
1033,1934,2721,NULL
1080,1934,47,NULL
1082,1934,349,NULL
1092,1934,897,NULL
1097,1934,1523,NULL
1106,1934,648,NULL
1178,1934,1541,NULL
1185,1934,1031,130
1185,1934,1031,625
1186,1934,978,NULL
1197,1934,140,NULL
1215,1934,2047,NULL
1217,1934,189,NULL
1219,1934,189,NULL
1220,1934,1186,NULL
1248,1934,1036,500
1248,1934,1036,526
1248,1934,1036,662
1261,1934,259,NULL
1272,1934,440,NULL
1282,1934,251,NULL
1294,1934,61,NULL
1305,1934,628,NULL
1311,1934,95,NULL
1369,1934,35,NULL
1385,1934,47,NULL
1394,1934,182,NULL
1425,1934,489,NULL
1434,1934,1034,NULL
1447,1934,44,NULL
1451,1934,254,195
1451,1934,254,9340
1457,1934,411,NULL
1475,1934,64,NULL
1517,1934,1520,NULL
1532,1934,293,NULL
1533,1934,4833,NULL
1564,1934,433,NULL
1576,1934,179,NULL
1578,1934,70,NULL
1605,1934,156,NULL
1606,1934,458,NULL
1608,1934,54,NULL
1616,1934,186,NULL
1619,1934,368,NULL
1628,1934,357,NULL
1646,1934,2020,NULL
1687,1934,245,NULL
1688,1934,81,NULL
1690,1934,338,NULL
1715,1934,199,NULL
1718,1934,787,130
1718,1934,787,134
1718,1934,787,195
1718,1934,787,625
1730,1934,822,NULL
1742,1934,1384,NULL
1753,1934,90,NULL
1765,1934,147,NULL
1776,1934,79,NULL
1788,1934,208,NULL
1790,1934,200,NULL
1791,1934,180,NULL
1813,1934,523,NULL
1815,1934,294,NULL
1830,1934,1440,NULL
1851,1934,29,NULL
1863,1934,54,NULL
1880,1934,426,NULL
1894,1934,158,NULL
1903,1934,418,NULL
1910,1934,2158,NULL
1961,1934,2282,NULL
1979,1934,1890,NULL
1996,1934,153,12136
1996,1934,153,1513
1996,1934,153,11314
2009,1934,160,NULL
2018,1934,95,NULL
2033,1934,1234,NULL
2037,1934,1457,NULL
2038,1934,125,NULL
2087,1934,218,NULL
68,1935,188,NULL
353,1935,3,NULL
417,1935,199,NULL
617,1935,187,NULL
1291,1935,80,NULL
1311,1935,112,NULL
1475,1935,68,NULL
1532,1935,417,NULL
1578,1935,70,NULL
1895,1935,449,102
1895,1935,449,625
1895,1935,449,24
1965,1935,185,NULL
2088,1935,11,NULL
68,1936,185,NULL
87,1936,26,130
87,1936,26,625
87,1936,26,167
353,1936,3,NULL
413,1936,144,NULL
417,1936,193,NULL
502,1936,1084,NULL
573,1936,52,NULL
910,1936,866,NULL
987,1936,663,NULL
1248,1936,234,NULL
1305,1936,603,NULL
1311,1936,169,NULL
1434,1936,281,NULL
1515,1936,246,NULL
1533,1936,5801,NULL
1578,1936,252,NULL
1663,1936,125,NULL
1786,1936,141,NULL
1791,1936,224,NULL
1917,1936,6,NULL
2037,1936,91,NULL
2087,1936,61,NULL
68,1937,143,NULL
87,1937,31,640
87,1937,31,130
87,1937,31,167
87,1937,31,625
87,1937,31,712
159,1937,858,771
159,1937,858,167
159,1937,858,130
159,1937,858,625
159,1937,858,640
271,1937,544,NULL
380,1937,580,NULL
419,1937,12,NULL
910,1937,953,NULL
1002,1937,95,NULL
1120,1937,37,NULL
1311,1937,310,8487
1811,1937,275,NULL
1895,1937,546,24
1895,1937,546,712
1895,1937,546,39
68,1938,130,936
68,1938,130,937
68,1938,130,632
68,1939,90,NULL
68,1940,89,NULL
68,1941,44,NULL
116,1941,132,NULL
177,1941,970,625
177,1941,970,79
280,1941,69,NULL
427,1941,346,3484
441,1941,322,NULL
510,1941,2,NULL
670,1941,725,79
670,1941,725,85
670,1941,725,2511
746,1941,434,NULL
963,1941,58,NULL
1005,1941,852,NULL
1133,1941,70,NULL
1288,1941,238,NULL
1405,1941,577,NULL
1463,1941,113,NULL
1623,1941,915,85
1623,1941,915,24
1623,1941,915,79
1782,1941,38,NULL
68,1942,40,NULL
651,1942,271,NULL
960,1942,6,NULL
69,1943,1429,NULL
148,1943,298,NULL
168,1943,1178,NULL
341,1943,143,NULL
440,1943,585,NULL
447,1943,190,NULL
515,1943,141,NULL
517,1943,256,15
517,1943,256,3983
517,1943,256,2385
765,1943,244,NULL
842,1943,1155,33
842,1943,1155,18
842,1943,1155,758
842,1943,1155,5798
936,1943,972,47
936,1943,972,102
936,1943,972,187
936,1943,972,191
936,1943,972,6256
936,1943,972,3726
936,1943,972,364
936,1943,972,33
936,1943,972,21
936,1943,972,18
936,1943,972,15
997,1943,303,NULL
1005,1943,458,NULL
1060,1943,801,191
1060,1943,801,102
1060,1943,801,5667
1060,1943,801,21
1108,1943,62,7258
1155,1943,309,NULL
1182,1943,727,NULL
1194,1943,464,NULL
1382,1943,1198,NULL
1395,1943,714,NULL
1475,1943,35,NULL
1689,1943,396,713
1874,1943,372,102
1874,1943,372,15
1874,1943,372,3983
1975,1943,319,47
1975,1943,319,12051
1975,1943,319,12049
1975,1943,319,10906
1975,1943,319,5042
1975,1943,319,4174
1975,1943,319,2402
1975,1943,319,2386
1975,1943,319,1835
1975,1943,319,1159
1975,1943,319,1136
1975,1943,319,625
1975,1943,319,503
1975,1943,319,483
1975,1943,319,309
1975,1943,319,304
1975,1943,319,191
1975,1943,319,187
1975,1943,319,127
1975,1943,319,92
1975,1943,319,69
1975,1943,319,26
1975,1943,319,18
1975,1943,319,13
1990,1943,19,NULL
2099,1943,410,758
2099,1943,410,13
2099,1943,410,15
69,1944,578,NULL
88,1944,4,NULL
418,1944,4056,NULL
440,1944,1002,NULL
492,1944,241,NULL
721,1944,2213,NULL
784,1944,3226,5455
848,1944,482,127
1016,1944,619,NULL
1195,1944,8167,7761
1195,1944,8167,7765
1329,1944,593,NULL
1340,1944,439,NULL
1355,1944,155,8856
1355,1944,155,8861
1355,1944,155,8864
1470,1944,564,NULL
1575,1944,180,NULL
1701,1944,92,NULL
1951,1944,601,NULL
69,1945,534,NULL
105,1945,177,NULL
168,1945,1676,NULL
842,1945,189,NULL
936,1945,597,NULL
1335,1945,68,NULL
1801,1945,44,NULL
2006,1945,274,NULL
2099,1945,288,NULL
69,1946,520,NULL
131,1946,84,NULL
341,1946,178,NULL
517,1946,330,3993
517,1946,330,2246
822,1946,2765,NULL
842,1946,584,NULL
855,1946,854,NULL
921,1946,501,NULL
1005,1946,1908,NULL
1140,1946,423,NULL
1204,1946,1048,NULL
1330,1946,438,NULL
1382,1946,6710,NULL
1888,1946,132,NULL
1969,1946,308,NULL
1975,1946,335,625
1975,1946,335,5328
1975,1946,335,102
1975,1946,335,18
1975,1946,335,85
1975,1946,335,127
1975,1946,335,191
1975,1946,335,83
69,1947,431,NULL
88,1947,94,1094
88,1947,94,831
418,1947,1396,814
492,1947,452,NULL
567,1947,613,NULL
625,1947,151,935
625,1947,151,84
625,1947,151,3270
721,1947,174,NULL
784,1947,1822,5452
825,1947,104,NULL
829,1947,235,NULL
889,1947,110,NULL
961,1947,203,NULL
981,1947,218,NULL
1004,1947,2,6628
1008,1947,90,NULL
1050,1947,701,364
1228,1947,339,1644
1228,1947,339,7956
1276,1947,88,NULL
1289,1947,624,NULL
1518,1947,933,NULL
1538,1947,17,NULL
1654,1947,164,NULL
1729,1947,105,NULL
1853,1947,189,NULL
69,1948,415,NULL
341,1948,170,NULL
997,1948,357,6587
997,1948,357,304
1005,1948,466,NULL
1204,1948,207,NULL
1382,1948,744,NULL
1507,1948,34,NULL
1990,1948,26,NULL
69,1949,404,NULL
140,1949,491,NULL
440,1949,464,NULL
933,1949,318,NULL
1313,1949,295,NULL
1405,1949,817,84
1405,1949,817,5324
1405,1949,817,81
2057,1949,280,NULL
69,1950,396,NULL
515,1950,199,NULL
842,1950,197,NULL
855,1950,1084,NULL
889,1950,224,NULL
997,1950,344,4471
997,1950,344,6584
1005,1950,596,NULL
1155,1950,143,NULL
1289,1950,329,NULL
1382,1950,6291,NULL
1755,1950,178,NULL
1874,1950,198,11474
1874,1950,198,103
1874,1950,198,102
69,1951,389,NULL
69,1952,352,NULL
116,1952,275,NULL
234,1952,1445,102
573,1952,178,NULL
822,1952,1052,NULL
921,1952,699,6165
1367,1952,215,NULL
1395,1952,482,NULL
1969,1952,1042,NULL
1990,1952,19,352
1990,1952,19,3549
1990,1952,19,12101
1990,1952,19,12102
1990,1952,19,12109
1990,1952,19,12103
1990,1952,19,12110
1991,1952,211,NULL
69,1953,319,NULL
168,1953,318,NULL
842,1953,181,NULL
1330,1953,454,NULL
1764,1953,335,NULL
1975,1953,734,NULL
69,1954,319,NULL
94,1954,74,NULL
523,1954,2,NULL
609,1954,553,NULL
625,1954,111,2204
625,1954,111,3269
625,1954,111,84
670,1954,916,127
718,1954,183,NULL
989,1954,158,NULL
1005,1954,311,NULL
1155,1954,170,NULL
1220,1954,775,NULL
1313,1954,256,NULL
1360,1954,119,NULL
1522,1954,198,33
1522,1954,198,88
1853,1954,497,NULL
1955,1954,29,NULL
1962,1954,309,NULL
2011,1954,71,NULL
69,1955,305,NULL
69,1956,301,NULL
168,1956,756,1801
69,1957,294,NULL
94,1957,558,NULL
166,1957,90,NULL
168,1957,245,NULL
440,1957,799,835
462,1957,742,NULL
824,1957,21,NULL
889,1957,597,NULL
1050,1957,1321,364
1062,1957,36,935
1140,1957,478,NULL
1155,1957,237,NULL
1243,1957,135,79
1243,1957,135,8052
1243,1957,135,84
1243,1957,135,170
1295,1957,799,NULL
1303,1957,444,NULL
1518,1957,486,NULL
1650,1957,696,NULL
1689,1957,294,NULL
1708,1957,372,NULL
1729,1957,125,NULL
1782,1957,28,NULL
1805,1957,243,NULL
1831,1957,220,NULL
1992,1957,2471,NULL
2051,1957,1,NULL
69,1958,283,NULL
94,1958,73,NULL
100,1958,137,NULL
156,1958,11,NULL
418,1958,738,NULL
488,1958,139,33
488,1958,139,213
488,1958,139,836
488,1958,139,73
488,1958,139,88
488,1958,139,3830
488,1958,139,27
513,1958,329,NULL
756,1958,22,NULL
784,1958,738,5453
824,1958,25,NULL
848,1958,323,NULL
889,1958,403,NULL
943,1958,94,NULL
990,1958,586,NULL
997,1958,293,NULL
1062,1958,35,NULL
1238,1958,249,NULL
1404,1958,639,9118
1581,1958,663,NULL
1587,1958,419,NULL
1732,1958,7,NULL
1805,1958,153,NULL
1815,1958,275,NULL
1853,1958,603,NULL
69,1959,278,NULL
842,1959,231,NULL
1382,1959,1464,NULL
1969,1959,371,3315
1990,1959,39,9736
1990,1959,39,826
69,1960,273,NULL
97,1960,395,NULL
369,1960,179,NULL
602,1960,194,NULL
765,1960,392,81
765,1960,392,79
1155,1960,123,NULL
1425,1960,564,NULL
69,1961,265,NULL
746,1961,367,NULL
1395,1961,252,NULL
1975,1961,434,18
1975,1961,434,127
1975,1961,434,1835
1975,1961,434,12041
1975,1961,434,12043
69,1962,260,NULL
1276,1962,80,NULL
1507,1962,12,NULL
69,1963,254,NULL
116,1963,929,NULL
677,1963,175,NULL
765,1963,411,2246
822,1963,1088,NULL
842,1963,240,NULL
855,1963,2392,NULL
997,1963,366,4471
1060,1963,579,NULL
1155,1963,144,NULL
1330,1963,839,NULL
1367,1963,237,NULL
1382,1963,1479,NULL
1507,1963,26,NULL
1874,1963,367,102
1990,1963,47,NULL
1991,1963,54,NULL
69,1964,237,NULL
94,1964,147,NULL
140,1964,436,NULL
168,1964,846,NULL
366,1964,389,NULL
440,1964,593,NULL
465,1964,129,NULL
625,1964,638,391
625,1964,638,33
625,1964,638,4530
625,1964,638,84
625,1964,638,88
628,1964,401,NULL
821,1964,108,824
821,1964,108,825
821,1964,108,507
821,1964,108,391
821,1964,108,81
968,1964,1406,NULL
997,1964,393,NULL
1050,1964,2410,NULL
1054,1964,1009,NULL
1140,1964,149,NULL
1155,1964,145,NULL
1173,1964,304,NULL
1181,1964,684,NULL
1190,1964,962,NULL
1195,1964,7280,NULL
1286,1964,779,NULL
1289,1964,447,NULL
1313,1964,406,NULL
1470,1964,713,NULL
1689,1964,302,NULL
1729,1964,226,NULL
1915,1964,23,NULL
2035,1964,202,NULL
2086,1964,179,NULL
69,1965,228,NULL
168,1965,281,NULL
357,1965,577,187
357,1965,577,18
357,1965,577,47
357,1965,577,33
357,1965,577,191
440,1965,1220,NULL
837,1965,228,187
837,1965,228,33
838,1965,152,NULL
928,1965,53,NULL
936,1965,405,NULL
1108,1965,109,7255
1289,1965,410,NULL
1474,1965,447,NULL
1557,1965,782,18
1801,1965,56,NULL
2006,1965,2303,NULL
2028,1965,111,NULL
69,1966,226,NULL
818,1966,289,NULL
967,1966,414,NULL
1295,1966,355,NULL
1922,1966,57,NULL
69,1967,224,NULL
1975,1967,401,304
1975,1967,401,102
1975,1967,401,127
1975,1967,401,12041
1975,1967,401,5328
1975,1967,401,3312
1990,1967,46,12119
69,1968,217,NULL
69,1969,215,NULL
105,1969,154,NULL
718,1969,188,NULL
842,1969,861,NULL
928,1969,56,NULL
936,1969,791,364
936,1969,791,309
936,1969,791,14
936,1969,791,187
936,1969,791,570
936,1969,791,396
936,1969,791,6257
936,1969,791,13
936,1969,791,18
936,1969,791,15
936,1969,791,6256
936,1969,791,47
936,1969,791,304
936,1969,791,21
936,1969,791,34
1050,1969,798,NULL
1101,1969,857,NULL
1108,1969,168,7253
1204,1969,359,NULL
1284,1969,561,NULL
1378,1969,244,NULL
1504,1969,2529,NULL
1657,1969,168,NULL
1689,1969,294,NULL
1740,1969,658,NULL
1755,1969,196,NULL
1874,1969,350,NULL
1975,1969,456,1990
1975,1969,456,4174
1975,1969,456,2386
1975,1969,456,1835
1975,1969,456,1159
1975,1969,456,1136
1975,1969,456,625
1975,1969,456,527
1975,1969,456,304
1975,1969,456,85
1975,1969,456,47
1975,1969,456,26
1975,1969,456,18
2099,1969,290,18
2099,1969,290,758
2099,1969,290,21
69,1970,209,NULL
382,1970,1427,NULL
434,1970,26,NULL
982,1970,79,NULL
1395,1970,165,NULL
1502,1970,48,NULL
1755,1970,107,NULL
69,1971,186,NULL
129,1971,176,NULL
194,1971,1015,NULL
619,1971,511,NULL
742,1971,34,NULL
1091,1971,373,NULL
1185,1971,817,292
1194,1971,942,NULL
1217,1971,277,NULL
1425,1971,477,NULL
1570,1971,474,NULL
1646,1971,1009,NULL
1718,1971,262,NULL
1732,1971,55,NULL
1910,1971,2536,NULL
1993,1971,62,NULL
2092,1971,762,NULL
69,1972,177,NULL
382,1972,618,NULL
1288,1972,443,8362
1366,1972,70,NULL
69,1973,176,NULL
70,1974,1275,79
70,1974,1275,198
170,1974,900,NULL
213,1974,551,NULL
215,1974,11,NULL
234,1974,379,NULL
238,1974,357,NULL
277,1974,971,NULL
288,1974,251,NULL
303,1974,642,NULL
316,1974,458,NULL
334,1974,764,NULL
343,1974,287,NULL
377,1974,1103,NULL
395,1974,304,79
478,1974,142,NULL
511,1974,110,3947
511,1974,110,2
541,1974,968,78
541,1974,968,1
587,1974,294,NULL
594,1974,65,NULL
672,1974,109,NULL
685,1974,2008,NULL
719,1974,1311,NULL
737,1974,225,1
737,1974,225,78
788,1974,82,NULL
822,1974,1191,NULL
856,1974,186,NULL
895,1974,192,NULL
897,1974,53,6033
986,1974,76,NULL
1012,1974,91,NULL
1051,1974,1080,NULL
1118,1974,386,NULL
1196,1974,1050,NULL
1228,1974,420,NULL
1254,1974,235,8125
1281,1974,10,NULL
1309,1974,530,170
1312,1974,43,NULL
1325,1974,324,NULL
1336,1974,94,NULL
1340,1974,433,127
1362,1974,181,NULL
1374,1974,254,NULL
1406,1974,329,NULL
1483,1974,114,NULL
1503,1974,87,NULL
1559,1974,108,NULL
1565,1974,455,NULL
1574,1974,2376,NULL
1592,1974,115,NULL
1594,1974,1304,NULL
1615,1974,79,NULL
1619,1974,343,NULL
1630,1974,152,NULL
1707,1974,28,NULL
1733,1974,138,NULL
1749,1974,1040,NULL
1754,1974,324,NULL
1759,1974,539,216
1759,1974,539,352
1760,1974,274,76
1772,1974,865,NULL
1797,1974,168,127
1809,1974,229,NULL
1836,1974,5,NULL
1865,1974,989,NULL
1879,1974,639,NULL
1897,1974,196,NULL
1944,1974,222,NULL
70,1975,1202,188
70,1975,1202,102
491,1975,289,NULL
585,1975,985,NULL
789,1975,1486,NULL
957,1975,429,NULL
1005,1975,3982,NULL
1030,1975,1258,102
1193,1975,755,NULL
1278,1975,158,8265
1278,1975,158,102
1278,1975,158,8268
1278,1975,158,8266
1278,1975,158,103
1278,1975,158,188
1278,1975,158,304
1278,1975,158,706
1278,1975,158,2266
1278,1975,158,8258
1278,1975,158,8259
1278,1975,158,8261
1574,1975,2690,NULL
1647,1975,161,NULL
1740,1975,3315,NULL
1879,1975,311,NULL
2078,1975,1024,NULL
70,1976,811,NULL
164,1976,973,NULL
196,1976,633,NULL
377,1976,4989,NULL
408,1976,182,NULL
507,1976,377,NULL
511,1976,62,249
511,1976,62,445
547,1976,76,NULL
563,1976,1984,4258
637,1976,77,NULL
756,1976,134,NULL
889,1976,137,NULL
931,1976,200,84
931,1976,200,445
933,1976,402,829
933,1976,402,445
933,1976,402,84
933,1976,402,6247
934,1976,101,NULL
979,1976,549,445
979,1976,549,73
1001,1976,346,NULL
1004,1976,1,NULL
1076,1976,110,NULL
1237,1976,378,NULL
1354,1976,92,NULL
